category,topic,description,cloud terms
"AI-Assisted Design, Prototyping & Interface Foundations",High-Fidelity Prototyping & Code Prototypes,High-Fidelity Prototyping & Code Prototypes is the study and application of creation of interactive clickable mockups and HTML CSS JavaScript prototypes in tools like Figma to refine micro-interactions and visual details.,"High-Fidelity Prototyping, Clickable Mockups, Figma Prototypes, HTML Prototypes, Interactive Design, Figma Make, Design-to-Code, Functional Prototypes"
"AI-Assisted Design, Prototyping & Interface Foundations",Strategic Prototyping & UX ROI,Strategic Prototyping & UX ROI is the practice of select optimal prototyping fidelities throughout the design lifecycle to save development costs boost team collaboration and optimize product usability.,"Prototyping Strategy, UX ROI, Cost Reduction, Cross-Functional Collaboration, Iterative Testing, Figma Make, Design-to-Code, Functional Prototypes"
"AI-Assisted Design, Prototyping & Interface Foundations",Color Wheel Fundamentals & System Mechanics,Color Wheel Fundamentals & System Mechanics is the foundational study of analysis of primary secondary and tertiary color relationships using traditional and digital color wheels to structure balanced visual systems.,"Color Wheel, Primary Colors, Secondary Colors, Tertiary Colors, Visual Systems, OKLCH, CSS Color 5, Wide-Gamut Color"
"AI-Assisted Design, Prototyping & Interface Foundations",Color Harmony Schemes & Contrast Ratios,Color Harmony Schemes & Contrast Ratios is the study and application of application of complementary triadic and analogous color schemes to build strong visual impact establish hierarchy and optimize accessibility contrast.,"Color Harmonies, Triadic Colors, Color Schemes, Visual Impact, Contrast Ratios, OKLCH, CSS Color 5, Wide-Gamut Color"
"AI-Assisted Design, Prototyping & Interface Foundations",Color Psychology & Emotional Design,Color Psychology & Emotional Design is the practice of leverage psychological associations of color to evoke specific user emotions align with brand identity and set product tone.,"Color Psychology, Visual Tone, Brand Identity, Emotional Design, User Experience, OKLCH, CSS Color 5, Wide-Gamut Color"
"AI-Assisted Design, Prototyping & Interface Foundations",Image Resolution,"Image Resolution is the study and application of measurement of image detail for screens and print to ensure clarity, proper scaling, and print quality.","PPI, DPI, Clarity & Sharpness, Print Quality & Scaling, C2PA Content Credentials, Media Provenance"
"AI-Assisted Design, Prototyping & Interface Foundations",Colour Modes,Colour Modes is the study and application of an understanding of additive and subtractive colour models used across digital displays and physical printing.,"RGB, CMYK, Additive & Subtractive, Colour Gamut, OKLCH, CSS Color 5, Wide-Gamut Color"
"AI-Assisted Design, Prototyping & Interface Foundations",Specialized Print Modes,Specialized Print Modes is the study and application of monochrome and multi-ink techniques used to create unique visual depth and texture in print.,"Grayscale, Duotone, Tritone & Quadtone, Ink Blends"
"AI-Assisted Design, Prototyping & Interface Foundations",Digital vs. Print Media,"Digital vs. Print Media is the study and application of key technical differences in colour representation, output mediums, and rendering accuracy.","Display vs Paper, Screen Consistency, Ink Gamut, Colour Accuracy"
"AI-Assisted Design, Prototyping & Interface Foundations",Grid Systems,"Grid Systems is the study and application of invisible structural frameworks of intersecting lines used to organize content, spacing, and alignment across screen sizes.","Content Placement, Spacing & Alignment, Responsiveness, Visual Harmony"
"AI-Assisted Design, Prototyping & Interface Foundations",Grid Types,Grid Types is the study and application of varying structural grid approaches tailored to specific UI layouts and typography requirements.,"Column Grids, Modular Grids, Baseline Grids, Vertical & Horizontal Alignment"
"AI-Assisted Design, Prototyping & Interface Foundations",Layout Systems,Layout Systems is the study and application of pre-defined templates and component structures built on top of grids to accelerate UI development.,"Sections & Containers, Component Libraries, Design Templates, Scalable UI, Adaptive Layouts, Dynamic Materials"
"AI-Assisted Design, Prototyping & Interface Foundations",Grid & Layout Synergy,Grid & Layout Synergy is the study and application of combined use of foundational grid structures and layout systems to balance efficiency with creative design freedom.,"Underlying Structure, Efficiency & Scalability, Creative Freedom, Responsive Adaptation, Adaptive Layouts, Dynamic Materials"
"AI-Assisted Design, Prototyping & Interface Foundations",Role of UX Writing,"Role of UX Writing is the practice of using clear, concise, and accessible text to guide user actions, establish brand voice, and enhance interface usability.","Clarity & Concision, User Guidance, Brand Voice, Accessibility & Plain Language"
"AI-Assisted Design, Prototyping & Interface Foundations",UI Writing Types,UI Writing Types is the practice of categorized textual elements ranging from micro-interactions to long-form instructional content across an interface.,"Microcopy, Navigation Labels, Help Documentation, Placeholder Text & Error Messages"
"AI-Assisted Design, Prototyping & Interface Foundations",UI Writing Best Practices,"UI Writing Best Practices is the practice of core actionable strategies for crafting direct, user-focused, and easily readable interface copy.","Target Audience, Active Voice, Scannable Content, Positive Language"
"AI-Assisted Design, Prototyping & Interface Foundations",Tools & Consistency,Tools & Consistency is the study and application of frameworks and software resources used to maintain voice consistency and validate text readability across products.,"Style Guides, Readability Scoring, Terminology Standards, Microcopy Testing"
"AI-Assisted Design, Prototyping & Interface Foundations",Input Controls,"Input Controls is the study and application of interface elements enabling users to input data, select options, and trigger actions within a system.","Text & Password Fields, Dropdowns, Radio Buttons & Checkboxes, Toggles & Date Pickers"
"AI-Assisted Design, Prototyping & Interface Foundations",Navigational Components,"Navigational Components is the study and application of uI elements providing structure, spatial orientation, and seamless movement across content hierarchy.","Navigation Bars, Breadcrumbs, Tabs & Accordions, Search & Pagination, Design Tokens 2025.10, Cross-Platform Theming, Multi-Brand Systems"
"AI-Assisted Design, Prototyping & Interface Foundations",Selecting UI Components,"Selecting UI Components is the practice of guidelines for choosing appropriate UI controls based on data type, user tasks, and spatial constraints.","Data Type Matching, Task Facilitation, Screen Space, Design Consistency, Design Tokens 2025.10, Cross-Platform Theming, Multi-Brand Systems"
"AI-Assisted Design, Prototyping & Interface Foundations",Flat Hierarchies,"Flat Hierarchies is the study and application of broad, shallow navigation structures with few menu levels for fast access on simpler sites.","Few Levels, High Speed, Broad Overview, Simple UX"
"AI-Assisted Design, Prototyping & Interface Foundations",Deep Hierarchies,Deep Hierarchies is the study and application of multi-tiered menu structures designed to organize and scale large amounts of complex content.,"Multi-Level, Subcategories, High Scalability, Detailed Organization"
